10000,100000,1000000,E(n)
25.259999999999998,25.402,25.367099999999997,25.367177666666677
25.45,25.372,25.451600000000003,
24.94,25.416,25.3981,
25.330000000000002,25.345000000000002,25.428600000000003,
25.419999999999998,25.397,25.3614,
25.2,25.383,25.430500000000002,
25.45,25.763,25.4196,
25.35,25.598,25.373600000000003,
25.180000000000003,25.348,25.377699999999997,
25.169999999999998,25.491999999999997,25.371700000000004,
24.88,25.36,25.3992,
25.35,25.526,25.394299999999998,
25.64,25.221,25.421,
25.1,25.455,25.3112,
25.56,25.387999999999998,25.402200000000004,
25.25,25.507999999999996,25.388699999999996,
24.779999999999998,25.378,25.3884,
25.31,25.245,25.3377,
25.44,25.308999999999997,25.3973,
25.56,25.295,25.390800000000002,
25.230000000000004,25.543,25.4326,
25.019999999999996,25.494,25.380799999999997,
25.45,25.487,25.3747,
25.240000000000002,25.290000000000003,25.4324,
25.5,25.436999999999998,25.358999999999998,
25.419999999999998,25.508999999999997,25.3772,
24.97,25.386999999999997,25.3715,
24.88,25.3,25.4131,
25.180000000000003,25.423000000000002,25.3415,
25.39,25.515,25.4417,
25.080000000000002,25.3,25.425700000000003,
25.46,25.273,25.333699999999997,
25.46,25.365,25.4078,
25.430000000000003,25.423000000000002,25.3992,
25.319999999999997,25.532,25.370700000000003,
25.380000000000003,25.269000000000002,25.403,
25.419999999999998,25.352000000000004,25.386999999999997,
25.11,25.46,25.435299999999998,
25.21,25.34,25.3137,
25.45,25.282,25.402400000000004,
25.21,25.336,25.408599999999996,
25.15,25.314999999999998,25.3608,
25.430000000000003,25.259999999999998,25.366899999999998,
24.759999999999998,25.369000000000003,25.4247,
25.069999999999997,25.407999999999998,25.3773,
25.25,25.28,25.3567,
25.71,25.369000000000003,25.389899999999997,
25.06,25.432,25.3994,
25.679999999999996,25.379,25.3784,
24.98,25.435000000000002,25.3955,
24.85,25.392,25.3451,
25.35,25.346000000000004,25.3759,
25.27,25.451,25.386300000000002,
25.66,25.468000000000004,25.3893,
25.14,25.416,25.4436,
25.019999999999996,25.515,25.435799999999997,
25.34,25.296000000000003,25.3811,
25.53,25.428,25.422,
25.44,25.5,25.3948,
25.25,25.328,25.3932,
25.03,25.336,25.3977,
25.53,25.352000000000004,25.416100000000004,
25.119999999999997,25.448999999999998,25.4224,
24.91,25.483,25.3728,
25.540000000000003,25.371,25.341200000000004,
25.779999999999998,25.445,25.3146,
25.45,25.302999999999997,25.3509,
25.3,25.328,25.4037,
25.629999999999995,25.246000000000002,25.3946,
25.95,25.47,25.3567,
25.21,25.156,25.390600000000003,
25.39,25.268,25.337,
25.509999999999998,25.396,25.435799999999997,
25.86,25.369999999999997,25.421,
24.62,25.432,25.4402,
25.75,25.484,25.347399999999997,
25.979999999999997,25.22,25.370900000000002,
25.490000000000002,25.374999999999996,25.4515,
25.39,25.354,25.398,
26.0,25.463,25.4164,
25.36,25.471,25.3264,
25.4,25.351000000000003,25.371100000000002,
24.98,25.34,25.3473,
25.569999999999997,25.295,25.385799999999996,
25.230000000000004,25.356,25.4028,
24.95,25.46,25.377699999999997,
24.990000000000002,25.517,25.4073,
25.46,25.448999999999998,25.4183,
25.35,25.507999999999996,25.367600000000003,
25.430000000000003,25.379,25.400699999999997,
25.83,25.380999999999997,25.417,
25.09,25.299,25.4251,
25.380000000000003,25.501,25.448900000000002,
24.98,25.385,25.4519,
25.490000000000002,25.45,25.4239,
25.080000000000002,25.354,25.436700000000002,
25.19,25.335,25.3765,
25.619999999999997,25.549,25.4148,
25.290000000000003,25.285000000000004,25.428,
25.27,25.339,25.346999999999998,
